movie_no	movie	offset	bytes	text
31	EVT134_1	003AD3	35	世間には、ただの盗掘者集団みたいに
31	EVT134_1	003AF6	15	思わせてるがな
31	EVT134_1	003B05	33	今は俺がそのシーカー達を束ねてる
31	EVT134_1	003B26	13	意外だったか
31	EVT134_1	003B33	31	誰もこんな人間がリーダーだとは
31	EVT134_1	003B52	11	思わない…
31	EVT134_1	003B5D	37	シーカーって集団がまさにそれなのさ…
31	EVT134_1	003B82	1	
31	EVT134_1	003B83	1	
32	EVT134_2	003C1C	7	ここだ
32	EVT134_2	003C23	9	すごい…
32	EVT134_2	003C2C	27	シーカーはもう200年近く
32	EVT134_2	003C47	25	旧世紀の研究を続けている
32	EVT134_2	003C60	35	おまえに会ったのだって偶然じゃない
32	EVT134_2	003C83	27	ドラゴンを手に入れた人間を
32	EVT134_2	003C9E	25	野放しにはできないんでな
32	EVT134_2	003CB7	33	ずっと、行動を監視させてもらった
32	EVT134_2	003CD8	31	じゃあ、儀を助けてくれた時も…
32	EVT134_2	003CF7	13	そういう事だ
32	EVT134_2	003D04	29	全てはこいつを破壊するためだ
32	EVT134_2	003D21	25	帝国が塔と呼び追い求め、
32	EVT134_2	003D3A	35	クレイメンが守ろうとした全ての源…
32	EVT134_2	003D5D	19	ちょっと待ってくれ
32	EVT134_2	003D70	39	あんたは、いやあんた達は一体何者なんだ
32	EVT134_2	003D97	33	シーカーが組織だっていったけど、
32	EVT134_2	003DB8	19	じゃあその目的は？
32	EVT134_2	003DCB	17	なぜ正体を隠す？
32	EVT134_2	003DDC	31	全てはこの世界を取り戻すためだ
32	EVT134_2	003DFB	13	せ…世界！？
32	EVT134_2	003E08	25	そうだ、そのために塔を…
32	EVT134_2	003E21	35	いや、旧世紀の遣跡、全てを破壊する
32	EVT134_2	003E44	13	塔を破壊！？
32	EVT134_2	003E51	17	だって、あれは…
32	EVT134_2	003E62	27	…クレイメンに聞いたのか…
32	EVT134_2	003E7D	33	確かに、奴の言う通りこれは世界を
32	EVT134_2	003E9E	23	再生させるためのものだ
32	EVT134_2	003EB5	27	こいつらに管理されていれば
32	EVT134_2	003ED0	15	「滅亡」はない
32	EVT134_2	003EDF	25	だが、生きてるんじゃない
32	EVT134_2	003EF8	19	生かされてるだけだ
32	EVT134_2	003F0B	9	しかし…
32	EVT134_2	003F14	35	エッジ、初めて会った時に行った村を
32	EVT134_2	003F37	13	覚えてるか？
32	EVT134_2	003F44	5	ああ
32	EVT134_2	003F49	17	俺達シーカーは、
32	EVT134_2	003F5A	39	ああいった、攻性生物にやられた街や村の
32	EVT134_2	003F81	17	生き残りなんだ…
32	EVT134_2	003F92	27	正義は俺達にないかもしれん
32	EVT134_2	003FAD	25	だが、エゴと言われようと
32	EVT134_2	003FC6	33	なんと言われようと人間はあがく…
32	EVT134_2	003FE7	19	俺達も例外じゃない
32	EVT134_2	003FFA	23	そして、そのためには…
32	EVT134_2	004011	17	アゼルが必要…か
32	EVT134_2	004022	1	
32	EVT134_2	004023	1	
33	EVT134_3	00418C	25	しかし、それだけじゃない
33	EVT134_3	0041A5	25	塔の機能を止めるためには
33	EVT134_3	0041BE	19	こいつが必要なんだ
33	EVT134_3	0041D1	13	ドラゴン！？
33	EVT134_3	0041DE	27	各地に散らばる塔や遣跡は、
33	EVT134_3	0041F9	27	過去に全てドラゴンによって
33	EVT134_3	004214	23	その機能を尋われている
33	EVT134_3	00422B	21	『絶対の客人』とは、
33	EVT134_3	004240	33	ドラゴンそのものの事だったのさ！
33	EVT134_3	004261	33	アゼルにはドラゴンを導いてもらう
33	EVT134_3	004282	27	彼女が協力してくれるのか？
33	EVT134_3	00429D	9	わからん
33	EVT134_3	0042A6	21	だが、旧世紀の亡霊に
33	EVT134_3	0042BB	35	生かされ続けるのは、もうごめんだ！
33	EVT134_3	0042DE	15	俺達がもう一度
33	EVT134_3	0042ED	27	自分で歩きはじめる為には…
33	EVT134_3	004308	19	アゼルが必要なんだ
33	EVT134_3	00431B	39	詳しくは「編み人」のザドクが知っている
33	EVT134_3	004342	15	話を聞いてくれ
33	EVT134_3	004351	21	すべては、それからだ
33	EVT134_3	004366	21	俺は他にやる事がある
33	EVT134_3	00437B	27	この場所は自由に使ってくれ
33	EVT134_3	004396	9	エッジ、
33	EVT134_3	00439F	35	おまえ、戦いっぱなしだったんだろ？
33	EVT134_3	0043C2	19	ゆっくり休むといい
33	EVT134_3	0043D5	1	
33	EVT134_3	0043D6	1	
33	EVT134_3	0043D7	1	
34	EVT135	0044A8	9	様子は？
34	EVT135	0044B1	11	大丈夫か？
34	EVT135	0044BC	25	うなされてたみたいだけど
34	EVT135	0044D5	15	うなされてた？
34	EVT135	0044E4	25	ああ、悪い夢でも見たのか
34	EVT135	0044FD	21	あのひとを殺したの…
34	EVT135	004512	7	私が…
34	EVT135	004519	9	…夢…？
34	EVT135	004522	13	そうか…夢…
34	EVT135	00452F	5	何？
34	EVT135	004534	39	夢を見るのが初めてみたいな□ぶりだな…
34	EVT135	00455B	9	初めてよ
34	EVT135	004564	33	今までは、こんなことはなかった…
34	EVT135	004585	17	…あのひとは！？
34	EVT135	004596	9	死んだよ
34	EVT135	00459F	31	クレイメンは攻性生物に殺された
34	EVT135	0045BE	25	だけど、奴は本望だろうよ
34	EVT135	0045D7	17	自分の主張通り、
34	EVT135	0045E8	27	間引かれて死んだんだからな
34	EVT135	004603	29	あんたが起こした攻性生物にな
34	EVT135	004620	11	ガッシュ！
34	EVT135	00462B	19	そんな目で見るなよ
34	EVT135	00463E	31	俺だって彼女が憎いわけじゃない
34	EVT135	00465D	35	ただ、誰が敵か気づいてほしいだけだ
34	EVT135	004680	13	現れました！
34	EVT135	00468D	27	方位07、2500リオン、
34	EVT135	0046A8	19	…ものすごい数です
34	EVT135	0046BB	11	どっちだ！
34	EVT135	0046C6	35	攻性生物と…グリグオリグ、両方です
34	EVT135	0046E9	11	わかった、
34	EVT135	0046F4	17	すぐ監視台に行く
34	EVT135	004705	21	しばらく、一人にして
34	EVT135	00471A	15	ちょっと待って
34	EVT135	004729	29	…まだ…名前も聞いてなかった
34	EVT135	004746	13	儀は…エッジ
34	EVT135	004753	9	エッジ…
34	EVT135	00475C	11	ありがとう
34	EVT135	004767	1	
35	EVT137	004898	39	…主を失ってもその行動を止めはしないか
35	EVT137	0048BF	39	…艦橋に攻性生物がびっしりはりついてる
35	EVT137	0048E6	25	おそらく生存者はいまい…
35	EVT137	0048FF	9	じゃあ…
35	EVT137	004908	21	コントロールを失って
35	EVT137	00491D	29	手当たりしだいに攻撃している
35	EVT137	00493A	35	今の奴は、敵味方の区別なく攻撃する
35	EVT137	00495D	23	ただの殺殲兵器にすぎん
35	EVT137	004974	31	第2次防衛線までは放来させろ！
35	EVT137	004993	25	急げよ！ 時間がない！！
35	EVT137	0049AC	19	エッジ、頼めるか？
35	EVT137	0049BF	35	あのデカブツだけは俺達の手に負えん
35	EVT137	0049E2	37	そのつもりで儀をここに置いてたんだろ
35	EVT137	004A07	1	
36	EVT144	004A78	21	ここも、もう終わりだ
36	EVT144	004A8D	27	廃来して次の居場所を探す…
36	EVT144	004AA8	17	一緒に来ないか？
36	EVT144	004AB9	33	塔は…セストレンはどうするんだ？
36	EVT144	004ADA	19	この少ない戦力じゃ
36	EVT144	004AED	23	とても勝ち目などない…
36	EVT144	004B04	23	セストレンを倒す以前に
36	EVT144	004B1B	37	俺はこの里の人間を守らなきゃならない
36	EVT144	004B40	39	生きのびさえすれば、また戦える時が来る
36	EVT144	004B67	17	20年、30年…
36	EVT144	004B78	35	いや、もっと後になるかもしれんがな
36	EVT144	004B9B	23	儀はもう一度、塔に行く
36	EVT144	004BB2	29	ドラゴンもそれを望んでるし…
36	EVT144	004BCF	15	儀が塔へ行けば
36	EVT144	004BDE	25	攻性生物を引きつけられる
36	EVT144	004BF7	33	ガッシュ達は、その間に逃げてくれ
36	EVT144	004C18	13	あとは…儀が
36	EVT144	004C25	19	だが、どうやって？
36	EVT144	004C38	15	アゼルはまだ…
36	EVT144	004C47	11	私も行くわ
36	EVT144	004C52	27	私が行って、彼とドラゴンを
36	EVT144	004C6D	21	セストレンに送ります
36	EVT144	004C82	29	…だけど、かんちがいしないで
36	EVT144	004C9F	25	それが旧世紀に与えられた
36	EVT144	004CB8	21	役目だからじゃないわ
36	EVT144	004CCD	27	あのひとの言っていたこと、
36	EVT144	004CE8	29	この人たちの言っていること、
36	EVT144	004D05	31	どちらが正しいのかはわからない
36	EVT144	004D24	15	だからエッジ、
36	EVT144	004D33	31	あなたに行って確かめてほしいの
36	EVT144	004D52	39	…そこに、セストレンに何があるのかを…
36	EVT144	004D79	9	すまん…
36	EVT144	004D82	9	エッジ、
36	EVT144	004D8B	37	俺達が最初に会った渓谷があっただろう
36	EVT144	004DB0	13	覚えてるか？
36	EVT144	004DBD	5	ああ
36	EVT144	004DC2	33	帰って来たら、あそこで再会しよう
36	EVT144	004DE3	21	いいか、約束だからな
37	EVT152	004F30	11	はじめるわ
37	EVT152	004F3B	13	扉を開きます
37	EVT152	004F48	19	早く、ドラゴンへ…
37	EVT152	004F5B	17	アゼル、君は！？
37	EVT152	004F6C	17	私はここに残るわ
37	EVT152	004F7D	27	まだ、やることがあるから…
37	EVT152	004F98	11	何だって？
37	EVT152	004FA3	35	あなたをセストレンに送ると同時に、
37	EVT152	004FC6	23	この『塔』を破壊します
37	EVT152	004FDD	39	そうすれば、あの人たちは無事逃げられる
37	EVT152	005004	11	そんな！？
37	EVT152	00500F	29	…アゼル、君はどうなるんだ？
37	EVT152	00502C	27	わからない、だけど大丈夫…
37	EVT152	005047	21	死ぬわけじゃないわ…
37	EVT152	00505C	7	早く！
37	EVT152	005063	9	本当は…
37	EVT152	00506C	29	もう、一人にはなりたくない…
37	EVT152	005089	15	だけど…私は…
37	EVT152	005098	23	必ず…必ず帰ってくる！
37	EVT152	0050AF	11	だから！！
37	EVT152	0050BA	25	それまで待っててくれ！！
37	EVT152	0050D3	1	
38	EVT155_1	005184	29	エラー…消去未遂…追撃せよ…
38	EVT155_1	0051A1	1	
38	EVT155_1	0051A2	1	
38	EVT155_1	0051A3	1	
39	EVT155_2	0051B4	35	ポイント確認…シェルクーフを起動…
39	EVT155_2	0051D7	1	
40	EVT155_3	0051E8	29	最近、やけに変種が生まれる…
40	EVT155_3	005205	1	
40	EVT155_3	005206	1	
40	EVT155_3	005207	1	
41	EVT155_4	005218	21	エラーの封印を確認…
41	EVT155_4	00522D	1	
41	EVT155_4	00522E	1	
41	EVT155_4	00522F	1	
42	EVT155_5	005240	39	エラーの復活を確認……再度、封印せよ…
42	EVT155_5	005267	25	…Dタイプ01起動確認…
43	EVT160_1	005298	15	これで終わる…
43	EVT160_1	0052A7	27	この声…ドラゴンなのか！？
43	EVT160_1	0052C2	21	旧世紀の残した遣跡、
43	EVT160_1	0052D7	25	全ては今、私と共にある…
43	EVT160_1	0052F0	37	さあ、私を殺してくれ『絶対の客人』よ
43	EVT160_1	005315	31	…そのために私は帰ってきたのだ
43	EVT160_1	005334	35	絶対の客人？ それってドラゴンの…
43	EVT160_1	005357	15	そうではない…
43	EVT160_1	005366	17	どういう意味だ？
43	EVT160_1	005377	39	私は『絶対の客人』を導く存在にすぎない
43	EVT160_1	00539E	21	旧世紀の呪縛を解き、
43	EVT160_1	0053B3	31	世界を再び人の手に戻せるのは、
43	EVT160_1	0053D2	35	外の世界よりドラゴンに導かれた者…
43	EVT160_1	0053F5	4	『<01>
43	EVT160_1	0053F9	17	』…君だけなのだ
43	EVT160_1	00540A	19	『絶対の客人』よ…
43	EVT160_1	00541D	27	世界を人の手に返そうとした
43	EVT160_1	005438	25	あの時から始まった旅の…
43	EVT160_1	005451	27	そして、数千年に渡る使命が
43	EVT160_1	00546C	21	終焉する時が来たのだ
43	EVT160_1	005481	27	さあ、…ボタンを押してくれ
43	EVT160_1	00549C	27	…少年、エッジに宿りし魂…
43	EVT160_1	0054B7	4	『<01>
43	EVT160_1	0054BB	5	』よ
43	EVT160_1	0054C0	25	再び、全てを始めるために
43	EVT160_1	0054D9	1	
43	EVT160_1	0054DA	1	
43	EVT160_1	0054DB	1	
44	EVT160_2	00559C	13	…ありがとう
44	EVT160_2	0055A9	19	…そして…すまない
44	EVT160_2	0055BC	23	そうか、君が儀の中に…
44	EVT160_2	0055D3	19	君こそが『絶対の…
44	EVT160_2	0055E6	1	
44	EVT160_2	0055E7	1	
45	EVT161_1	005610	17	…もうそろそろ…
45	EVT161_1	005621	11	わかってる
45	EVT161_1	00562C	25	お気持ちはわかりますが…
45	EVT161_1	005645	17	もう水も食料も…
45	EVT161_1	005656	13	わかってる！
45	EVT161_1	005663	17	明朝、ここを出る
45	EVT161_1	005674	19	準備を…始めてくれ
45	EVT161_1	005687	17	目的のない旅…か
45	EVT161_1	005698	11	…エッジ…
45	EVT161_1	0056A3	1	
46	EVT161_2	0056F4	13	…西に行く？
46	EVT161_2	005701	15	やめた方がいい
46	EVT161_2	005710	31	攻性生物は減ったが、嵐が激しい
46	EVT161_2	00572F	27	命を捨てに行くようなもんだ
46	EVT161_2	00574A	35	なあ、そこまでするほどの奴なのか？
46	EVT161_2	00576D	23	あんたの探してる人って
46	EVT161_2	005784	29	あんたも、その人もゾアの街に
46	EVT161_2	0057A1	19	由縁があるんだろ？
46	EVT161_2	0057B4	35	せっかくあの戦乱を生きのびたんだ…
46	EVT161_2	0057D7	13	それなのに…
46	EVT161_2	0057E4	7	なあ、
46	EVT161_2	0057EB	35	この砂漠を越えたとこで街を造ってる
46	EVT161_2	00580E	19	あんたも来ないか？
46	EVT161_2	005821	33	人手はいくらあっても足りないんだ
46	EVT161_2	005842	1	
46	EVT161_2	005843	1	
